Sl. No.,contact_name,inserted_at,pothole_duration_months,pothole_landmark_image,pothole_image,pothole_latlong,pothole_roadname,Ward,Zone
,Bharath,2021-01-30 11:13:32,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9c4c7e70-fe1c-4f5b-bfd4-19f1effa0f33,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a943bb9c-de0b-4188-a3af-9c25b5f2ff4e,"12.903770, 77.580454",Motoppa road,186,Bommanahalli
,BHARATH RAO M K,2021-01-26 14:01:10,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cd4bf815-ac86-4103-94a8-17062fb874df,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4f97c7da-0c48-4728-9dd3-22bf2923a12e,"12.879356, 77.547001",Raghuvanahali 3rd cross,198,Rajarajeswari Nagar
,Bhargav⚓,2021-01-30 08:17:01,Metro pillar number 57,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/30e3d098-dc0c-4122-bce1-29614b53e2f9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b629892c-7d2a-463b-b498-2f55e56a5723,"12.909549, 77.572184","DSC ROAD, SARAKKI, GANGADHARA NAGAR, 3RD CROSS",180,South
,Bhavya,2021-01-20 08:36:49,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6b2b0e19-ac5c-4e64-8003-516e327625e2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3cf64df8-3339-47d1-96ec-1a17e55a60f8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/08879c9f-f0a8-422a-b139-76b377816bf5,"12.996521949768,77.4975204467773",Prasanna layout 1st cross,72,Rajarajeswari Nagar
,Binay,2021-01-26 10:52:27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/beda0ce0-eeb2-4fef-8fc5-c03fad17dc73,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d6c0f56a-f55a-4f17-a021-32090fc27005,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/47cc243f-9b56-4461-994a-a263b8ffc1dc,"12.8792136,77.5473923",Raghuvanahalli 3rd cross,198,Rajarajeswari Nagar
,Binay,2021-01-26 11:28:27,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/4fb8a113-d29e-410d-8fca-0548b8c41026,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2b8cca92-bc3f-44c9-9e19-12869cebce33,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/092dc84e-b1d0-4f60-a67e-89c058952794,"12.879064, 77.547462","3rd cross Raghuvanahalli, opposite KSIT college near metro pillar 219",198,Rajarajeswari Nagar
,Chilgodnaveenkumar,2021-01-20 13:50:03,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/084b52b2-1862-4c62-ac19-b63e5775c78e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b60c5622-aa04-4455-b7a8-e7bdee048425,"12.2410246,76.6475546",Bta layout,NA,NA
,Dheeraj,2021-01-20 11:29:57,3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/297ce25a-83c1-48f9-b435-e0309a5a0686,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dd3c652f-181f-4538-af7f-726ec47892c8,"12.9067937,77.5209361",Bus depo road,160,Rajarajeswari Nagar
,ghantasala venky,2021-01-29 14:25:30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/042aa1cc-aa38-47ef-86db-8ee6fdbec6ae,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/676e1d47-66e0-4582-bac1-fc45000994e7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ccebad8e-f593-4b96-ae0b-6fc7120c603c,"12.898166, 77.676007",Owners court east road,150,Mahadevapura
,Gopi Krishnamurthy,2021-01-18 14:07:18,120,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/0a0fa12c-2201-490b-89e1-c4382c1f321e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9d45958a-07ff-4ee7-a4b0-7039066bb50f,"12.9129091,77.63048",16th A cross road,174,Bommanahalli
,Gp,2021-01-20 20:17:09,9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6ae349dc-3844-47b2-a125-40776510799e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/00b69ac5-2c8c-4832-a016-fbf9a4a46676,"13.035285949707,77.5737609863281",3rd main,19,Yelahanka
,Gp,2021-01-30 14:05:46,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c47259e1-0977-480c-b233-dd508bd854bd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9008f279-a51b-476c-aaf0-54226fce79bd,"12.931913, 77.613266",Hosur Road,152,South
,Gp,2021-01-30 14:04:08,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2b82fb81-70e2-47eb-b056-ad8be72f0a73,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/17916355-8baa-412c-8136-e48ea0c698ed,"12.931702, 77.613609",Hosur Road,152,South
,Gp,2021-01-30 13:55:50,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1175479e-6fbe-4268-a933-bb522e8e9b21,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6e2ea675-313f-46eb-a112-68d5a3af4ef3,"12.924119, 77.629242",Don’t know,173,South
,Gp,2021-01-30 13:25:58,7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e9992663-8fea-4d12-a52c-e3b1c694044d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/cda3dd74-c53b-47a5-8664-00da7ddf91de,"12.911562, 77.682342",Sarjapur Road,150,Mahadevapura
,Gp,2021-01-30 13:23:18,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9d4d830a-717b-45fd-ada5-6e3f6ecc5b48,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/89c3d884-7227-4dda-b604-84bf4ce83a7c,"12.911626, 77.682198",Sarjapur main road,150,Mahadevapura
,Gp,2021-01-27 08:52:54,1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/45749629-98b8-46d3-94db-264895497d21,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/940be81c-4266-48cb-b3ad-7fb2b1b156b3,"12.962281227111816,77.58959197998047",Lalbagh road,118,East
,Harish Chohan,2021-01-30 12:51:55,18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e306e8de-7d16-442c-bebb-78ca27d33d93,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7c2bf095-700f-4c12-a300-43a54865fdd7,"12.874512, 77.514282",Lingadeeranahalli road,198,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 12:47:28,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/90b16410-9d54-484e-8943-a11e1b82b32b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c51730f0-9081-40af-9b86-1d2554e1e572,"12.876633, 77.514458",Nagegowdanapalya road,198,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 12:34:57,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5d069cc2-0532-4435-96bb-fd6046775615,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/65206c82-d75d-4d11-97ec-cf58768f6b5a,"12.893561, 77.513367",Technology road,198,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 12:19:23,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3fdc8672-4e33-414d-bfa4-3e4e8569b342,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d27650cf-641f-41f6-879a-78f58ff3430a,"12.902900, 77.520989",Dr Vishnu Vardhan main road,160,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 11:16:43,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c2032ebf-5aa9-457c-ae3b-4facdddee4a6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3861e169-717d-4ed1-b3fc-c2f953e87d6b,"12.868708, 77.514755",Nagegowdanapalya road,null,Other
,Harish Chohan,2021-01-30 08:30:25,18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6259a0ac-3138-4bfb-9448-d8e130f807f6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1f3f4307-cd73-4bdd-9d50-d0bfccd22f61,"12.864977, 77.524880",Sobha hill view road,201,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 08:27:55,18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6ebd6191-f36a-41ad-9fed-10718385eb1a,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/23005302-aa1a-40e5-8fc3-9e7c163f0dc6,"12.863827, 77.525642",Mantri courtyard road,201,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 08:13:53,18,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8e768427-2c40-430f-84db-24567d864f0b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f48f9a44-5050-4246-acb4-001ffa14ebbd,"12.868707656860352,77.51475524902344",Nagegowdanapalya rod,null,Other
,Harish Chohan,2021-01-30 08:06:45,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ecf46cf1-5748-4db7-ae97-5736caadb1c1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/09cd3623-d000-4ec1-980f-b4d70b8bf093,"12.86843490600586,77.51739501953125",Prestige primrose road,201,Rajarajeswari Nagar
,Harish Chohan,2021-01-30 07:42:30,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/411e83dc-e291-4d64-b9ab-6e0d770f0e6b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b2d9f214-0488-4dc0-ba93-344dc8288ddc,"12.866230, 77.520325",Near home school,201,Rajarajeswari Nagar
,Harshita Tantia,2021-01-15 17:15:15,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8b054f3a-10af-416e-a518-46419a7eb5e3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/78a16808-b6fc-4e88-b7b5-a0a132746aff,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b39bfd6b-1959-4943-95b7-5e4e6e248506,"12.9049562,77.5957012","Dollars layout, 2nd cross, 3rd main, J.P.Nagar 4th phase",177,South
,I Enjoy Only My Life,2021-01-21 14:10:09,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/60d970d4-7ab6-4df5-ae17-f8e1fe9f8d3e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1bc47c59-952d-4adc-b7c3-d01cbf22a6e5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/08a80d4e-8e35-4c9d-81af-fbd990f30a8f,"12.915487,77.54182",,184,Bommanahalli
,Iambsm,2021-01-28 18:30:04,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1bbe99cd-2607-459f-89ee-899d3e9e9fba,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/678f168c-6f3f-4bc8-9549-a1366dd73f3d,"12.945345, 77.525947",Azeez industrial layout,131,West
,Ilayaraja V,2021-01-16 16:34:25,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/53f17b96-7799-4b61-ace7-1010ee3ec4a7,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a33b3690-4369-4616-8798-5126259b5b53,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ea0a8ac8-ffc7-453e-a635-c35c5c8c06da,"12.865807,77.651596",Basapura village road,192,Bommanahalli
,Irfan,2021-01-21 09:05:53,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bc6ebc63-91d4-40bc-bbed-7a69c4ffbba4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8fca2c25-8b04-4158-944b-273b90849486,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fba06b11-a882-4457-af03-01abc9b19f50,"12.9522674634162,77.5317923086158",BCC layout Railway parallel Road,132,East
,Irfan,2021-01-21 08:37:38,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/64936b57-0565-43b7-b2b7-fe1a1425e964,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/354b938d-5ea5-4331-acea-e4c290a0af11,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/dad5142f-2930-4eaa-8ee0-b491c3d9e351,"12.9518699718741,77.5312281283989","BCC layout Railway parallel Road,connecting to BCC layout to west of chord Road",158,South
,Jagadish,2021-01-18 14:18:44,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2d3396bc-d4ed-4002-833f-ea601a71ecea,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b029663a-8775-4957-bd08-dab764954434,"12.9577331542968,77.7458724975586",,149,Mahadevapura
,JAGADISH.N,2021-01-24 10:15:17,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/74d923aa-f34c-4cdf-aabd-377ae00c88e3,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/66a7a300-9416-4765-9a1c-6d3ac5085d0e,"12.894128, 77.652252",Kudlu road,191,Bommanahalli
,Joseph,2021-01-30 17:50:11,Not sure,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/63cfdcf5-0e21-42df-a918-34238c5f81c4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/af118ed6-4a35-4278-9dea-f3ac31f81d5d,"12.968859, 77.647972",Jeevan Bhima Nagar Start,88,East
,Kamal,2021-01-23 11:02:09,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6646ae37-520f-4d51-9217-d83053426cc2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e4c0a6c1-24a7-416f-af6e-a7006dd4dbb6,"12.9829765066064,77.6187999717127",Assaye road,90,East
,Karthik,2021-01-18 15:28:45,15,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/01b0a6d6-0ade-402f-a5b8-815dee84640f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fb00cce1-e3cd-4d88-90ef-d633bfe67ef3,"13.0319567,77.6888599",Svg layout maragondana Halli road,54,West
,King Creation,2021-01-14 19:33:31,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7e535d73-2258-451f-8743-1749665250ad,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a482d643-6313-4507-9f60-c6a5dfb5072d,"12.969509124755859, 77.498733520507812",Muddinpalya main road near Kuvempu park D group Near rd enterprises,129,Rajarajeswari Nagar
,King Creation,2021-01-14 19:26:41,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2af2c675-48f0-4a20-872a-6b389aebd32f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5737a8e3-7278-4234-a088-5df323d7f381,"12.967804908752441, 77.493370056152344",King club main road,72,Rajarajeswari Nagar
,King Creation,2021-01-14 10:21:36,Proper Ashphat dambering has not yet done,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c6551ebe-5965-401b-ad2f-1a787a30c3e6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/08ed3203-4ae0-42bd-8447-ba8ff6cc45a2,"12.991183, 77.504974",Sunkudkatte mutturaya swamy temple main road opp to Essar petrol bank,73,Rajarajeswari Nagar
,King Creation,2021-01-14 10:02:45,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/42b66dba-17f1-4b6a-b97d-9ab5deea7e77,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d78f3b6e-1627-4234-bb4b-4954e9b20d63,"12.991341, 77.504753",Sunkudkatte market road Muthuraya swamy temple  near iyengar cake mane,73,Rajarajeswari Nagar
,King Creation,2021-01-13 17:34:45,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/babf1362-a638-4adb-955f-f225fe8235cf,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ba974cf5-4285-4549-84a6-c02af4ca1b8c,"12.955721, 77.490341",Railway layout vidyaniketan back gate main road,129,Rajarajeswari Nagar
,King Creation,2021-01-13 17:19:57,8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/6356280f-660d-406e-b494-077bd69bcddd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/fb7cbb98-c20c-470b-83b7-3382d73fafb3,"12.961088180541992, 77.488479614257812",Nisarga layout ward no 72 near Sai grand hotel Ullal Rto,72,Rajarajeswari Nagar
,Lacs,2021-01-14 21:32:50,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/954be1f2-91f9-4b5a-8f66-06415124dd82,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8cc17ae3-aa9e-47ab-bf90-81556cb27350,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/14ed7b4b-d8d5-44a3-8a18-2f591203b590,"13.081060, 77.536319","5th cross, lakkappa lay out, Singapura, ward 11, kuvempunagara",11,Yelahanka
,Lakshmi Thakur Sidhwani,2021-01-29 11:20:08,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/571cf0da-6b4d-4bcc-9c2b-0e82b6ae88c1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c44265df-5fde-4d28-8530-ba4c0b0e52e6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a1f013ed-c3f3-41a6-9c81-8a0ed26a25cc,"12.897183, 77.678245",Owners court east,150,Mahadevapura
,Lijo Cherian,2021-01-16 19:11:42,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c4398c4c-fa5a-4a83-921e-b4c091a942c1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7a93c480-b274-47d5-9c48-178119808642,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d0e2bf5c-bfea-427b-ac6d-5a9dff738fe2,"12.8651009,77.650158",Basapura Village road,192,Bommanahalli
,Lokesh,2021-01-20 09:29:07,ಎರಡು ವರ್ಷಗಳಿಂದ ಇದೆ,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/9692a31b-cf1f-4bb0-ae60-eba2bb812042,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/7cfba730-79b5-45d8-9d3e-af1d67b5de4c,"13.077792,77.5221708",ಕೆಂಪೇಗೌಡ ಗಾರ್ಡನ್ 1 ಮುಖ್ಯರಸ್ತೆ,12,Yelahanka
,MANISH R S,2021-01-15 12:31:36,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/58e290cd-cd79-4f6c-a8b8-7f697a41d100,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/c97b92e6-853e-422e-bcdc-570165b8508e,"13.0328364,77.5750166",3rd main road cil a block,18,Yelahanka
,Mayuri,2021-01-23 10:30:46,36,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/27c4350d-33a8-4db7-bf95-9203463fb48f,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b47a648a-794f-4ef4-9119-46d4899616f2,"12.9504581652312,77.7141788348255","Manjunath Layout 10th cross road, 2nd main, Munnekolal.",149,Mahadevapura
,Meg,2021-01-30 22:33:05,48,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/90337183-4bc2-45a7-9997-8824b3119ba8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8e0ebade-7506-4e20-aef6-9d38ae490219,"12.903926, 77.675934",KPCL Layout 9th Cross,150,Mahadevapura
,Monisha,2021-01-18 12:46:26,5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/1a487c2b-0935-4cb6-b666-ed49afbb10b5,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/835735a9-83c2-4c27-b29c-b56efd5a000f,"12.95445,77.5910361",Siddaiah road,145,South
,Moumita,2021-01-28 22:00:47,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/962437a0-397a-43c5-95f5-5589e0204aa6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b7bc358f-5701-400f-bd94-7c18cedb6710,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/799e4975-608d-4433-8952-42142069cd55,"12.896775, 77.678116",Owners Court Layout East,150,Mahadevapura
,Mrinal,2021-01-29 10:50:35,30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/3479f4be-1f94-4464-8fee-a07aad47e0fb,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/990c9ed5-f11f-46e3-8f4b-922060da89c3,"12.8974494,77.6781924","Owners Court East, Kasavanahalli",150,Mahadevapura
,Mrinal,2021-01-14 22:06:41,30,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/aa8ace0b-7210-4b65-b4e5-fa4a88d21820,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/87963a46-ee7d-4a49-ac2c-b6015b7c94ee,"12.8972419,77.6776035","Owners Court East, Kasavanahalli",150,Mahadevapura
,msfarooqi7,2021-01-19 07:07:47,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/57f4cb93-44b8-4d25-9c85-3fcd707dbb3e,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b7df7da4-f6b2-4457-bd5d-d9bb925acbe6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/07281026-c693-4c41-9e90-fb4ac3a2497b,"13.0395699,77.6084689","18th Cross, Kanakanagar",22,Yelahanka
,Mukund,2021-01-29 11:14:52,25,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e005e13c-517f-4f22-9de2-41a65d1110e8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5c7100d3-2b84-4196-aafb-755c1cf5156b,"12.8972859,77.6782666",Owners Court Layout East Road,150,Mahadevapura
,Mukund,2021-01-29 11:11:31,24,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b32a52dd-0a28-4cf1-84c3-ef0182091374,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/a5fbdf91-1edd-418a-b519-a14742cd3f99,"12.8972683,77.6782874",Owners Court Layout East Rd,150,Mahadevapura
,MUTHURAJ R,2021-01-22 09:16:31,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/690f5c5b-e353-4d45-bf14-fe077377d305,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ee46b74a-4924-4a64-8ae9-f35cf426b814,"12.7705982,77.7706407",https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/01e4e66b-de0c-458a-a105-6dc9f83cf15c,199,Rajarajeswari Nagar
,MUTHURAJ R,2021-01-22 09:11:16,12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b880c7cc-cb3c-41fb-bc2b-c351239042ea,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/ea31b9f4-3b5e-4c9a-9367-92c91419b7cc,"12.7713541,77.7705605",Anekal athibele main road,199,Rajarajeswari Nagar
,N Raja,2021-01-20 12:39:12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/aea9c2d1-4f29-4340-836a-55316ef7d615,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e5330aa4-3b40-4118-a270-5352e06af781,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b6ccef48-cc38-4063-933f-71c5b35734c1,"12.8730029,77.6736347",Shivareddy reddy layout,191,Bommanahalli
,Nagendra,2021-01-16 20:47:23,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f10b6b19-3ea2-4dd4-8168-58c25200fdb8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/06c0828b-f1c4-4440-9af6-d5ef4cb2de81,"12.9210485,77.6204186",Madiwala police station,173,South
,narayanashwath34,2021-01-17 17:35:20,2,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8d3c79ff-559a-438e-9d6e-02093f90d439,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/b4e1ef21-6f48-479b-9eb6-c81ead0d51bb,"12.9250837,77.5692324","22nd cross, 13th main",165,South
,narayanashwath34,2021-01-17 17:27:01,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/83652431-e117-4a21-aaff-f3b5ac450d3b,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/28822015-c27f-43db-88f1-9097da048a23,"12.9243418,77.5687228","13th main, 23rd cross",165,South
,narayanashwath34,2021-01-17 17:23:26,4,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8f562334-d075-4031-8b66-993b7f0b2f1d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/11eb5e42-3dc5-4b2e-9678-eddafc4c757f,"12.9242454,77.5686799",23rd cross road,165,South
,NaWin NP,2021-01-20 21:43:12,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/53be7e09-a29e-4ea1-a5ac-384ac9a1c4e8,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/23c6045e-b3fc-4e04-9e5b-92eaf7bbd647,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e4144e9b-8dac-419d-9030-eecaab97855a,"12.9172067,77.540738","6th B cross, AGS Layout, Bangalore 61.",184,Bommanahalli
,Nischal Dev,2021-01-13 15:26:41,1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/2cf1ca50-ddc8-48c2-a840-dc73fe29069d,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/43911fd8-ece0-4e2e-ad40-3c43bd7ed0ec,"13.0019038,77.5661327",7 th Main 11 Cross Malleshwaram,65,West
,Nischal Dev,2021-01-13 15:21:01,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d7888ea1-9985-4597-b804-8abe1d1a92e1,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/d3e9bfd6-4499-44e8-b735-f6a8ca45ab43,"13.0049971,77.5692918",Margosa Road after 15 cross toward Malleshwaram circle,65,West
,Nischal Dev,2021-01-13 15:16:57,6,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/accb6e57-1361-438d-a7eb-20e55557e254,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/268dbaad-2250-40c7-8eb2-a3c9eab58aea,"13.006618,77.5693093",Margosa road b/w 17 and 16 cross,35,West
,Nithin,2021-01-13 14:24:30,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/895ae311-8673-4f75-8f1c-33f3d8b07ee9,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/5a702a40-395f-49b2-a25c-256540fbeca4,"12.957133293151855,77.528182983398438",80 ft rod Chandra Layout 1 st stage,128,West
,Nithin,2021-01-13 14:19:07,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e7ff0d85-2b85-45bc-8a85-4f2a32e370ca,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/8e86782e-eab6-4ebd-9028-09a70258e68a,"12.958637237548828,77.525276184082031",Chandra Layout 1st stage main road,128,West
,Nithin,2021-01-13 13:56:26,,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/bb57c09b-f06e-4133-a569-15c39caad8ef,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/f58e9dd5-b7a1-4a2d-bc1f-91477235eb5d,"12.958859443664551,77.524497985839844",80 ft road Chandra Layout,128,West
,Nithin,2021-01-13 13:54:19,No information,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/60e0f7e9-d289-424e-a608-1469c3b2f5fd,https://filemanager.gupshup.io/fm/wamedia/RBGlificAPI/e6da20e4-c820-45b7-aebb-95ed5bc9347b,"12.959062576293945,77.5242919921875",80 ft road Chandra Layout,132,East
