Sl. No.,contact_name,inserted_at,pothole_duration_months,pothole_landmark_image,pothole_image,pothole_latlong,pothole_roadname,Ward,Zone
,,,,,,"12.954609,77.5904628999999",GK Golden City Apartment. Kudlu Village on Parappana Agrahara Main Road,145,South
,,,,,,"12.9546421,77.5904635",Varthur Kodi Entrance,145,South
,,,,,,"12.954609,77.5904628999999","Whitefield, Vijayanagar,Cement Blocks, Bricks",145,South
,,,,,,"12.9546421,77.5904635","Government School Road, Setihalli",145,South
,,,,,,"12.954609,77.5904628999999","Sarjapura Road, Yamare panchayat, Valagerekallahalli",145,South
,,,,,,"12.9546421,77.5904635","TR Greens, Owners Court East, kasavanahalli",145,South
,,,,,,"12.9546421,77.5904635",Parappana Agrahara Main Road,145,South
,,,,,,"12.954609,77.5904628999999","Owners Court Layout, Ward-150",145,South
,,,,,,"12.9546421,77.5904635","Vidya Vikas School Road, Kaverappa Layout Panathur",145,South
,,,,,,"12.9546421,77.5904635","Owners court East, Kasavanahalli Road, Carmelram P.O",145,South
,,,,,,"12.954609,77.5904628999999",Parapaana Agrahara main road (connecting sarjapur to Hosur main road),145,South
,,,,,,"12.954609,77.5904628999999","Munimarappa Main raod, MUNESHWARA main road to shampur main road.",145,South
,,,,,,"12.954609,77.5904628999999","ward no.150, 2nd cross, CSB Layout, Kasavanahalli, Bangalore 56035.",145,South
,,,,,,"12.954609,77.5904628999999","RWA 58, 6th A cross Road, 10th Main, HAL 3RD stage",145,South
,,,,,,"12.954609,77.5904628999999","Gandhipura,3rd Cross whitefield",145,South
,,,,,,"12.954609,77.5904628999999","SBI, 4tth Cross, Kasthurinagar, Bangalore",145,South
